opcode,mnem,op_enc,ops,prefs,feature_flag,exceptions
EVEX.128.66.0F38.W1 44 /r,VPLZCNTQ,FV,xmm {k1}{z}:mew; xmm/m128/m64bcst:mer,,AVX512VL,
EVEX.256.66.0F38.W1 44 /r,VPLZCNTQ,FV,ymm {k1}{z}:mew; ymm/m256/m64bcst:mer,,AVX512VL,
EVEX.512.66.0F38.W1 44 /r,VPLZCNTQ,FV,zmm {k1}{z}:mew; zmm/m512/m64bcst:mer,,AVX512CD,
VEX.NDS.128.66.0F38.W0 8C /r,VPMASKMOVD,RVM,xmm:mew; xmm:mer; m128:mer,pref67:operand/1,AVX2,UD; GP; AC
VEX.NDS.256.66.0F38.W0 8C /r,VPMASKMOVD,RVM,ymm:mew; ymm:mer; m256:mer,pref67:operand/1,AVX2,UD; GP; AC
VEX.NDS.128.66.0F38.W1 8C /r,VPMASKMOVQ,RVM,xmm:mew; xmm:mer; m128:mer,pref67:operand/1,AVX2,UD; GP; AC
VEX.NDS.256.66.0F38.W1 8C /r,VPMASKMOVQ,RVM,ymm:mew; ymm:mer; m256:mer,pref67:operand/1,AVX2,UD; GP; AC
VEX.NDS.128.66.0F38.W0 8E /r,VPMASKMOVD,MVR,m128:mew; xmm:mer; xmm:mer,pref67:operand/1,AVX2,UD; GP; AC
VEX.NDS.256.66.0F38.W0 8E /r,VPMASKMOVD,MVR,m256:mew; ymm:mer; ymm:mer,pref67:operand/1,AVX2,UD; GP; AC
VEX.NDS.128.66.0F38.W1 8E /r,VPMASKMOVQ,MVR,m128:mew; xmm:mer; xmm:mer,pref67:operand/1,AVX2,UD; GP; AC
VEX.NDS.256.66.0F38.W1 8E /r,VPMASKMOVQ,MVR,m256:mew; ymm:mer; ymm:mer,pref67:operand/1,AVX2,UD; GP; AC
EVEX.128.F3.0F38.W0 28 /r,VPMOVM2B,RM,xmm:mew; k1:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.256.F3.0F38.W0 28 /r,VPMOVM2B,RM,ymm:mew; k1:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.512.F3.0F38.W0 28 /r,VPMOVM2B,RM,zmm:mew; k1:mer,pref67:operand/1,AVX512BW,
EVEX.128.F3.0F38.W1 28 /r,VPMOVM2W,RM,xmm:mew; k1:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.256.F3.0F38.W1 28 /r,VPMOVM2W,RM,ymm:mew; k1:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.512.F3.0F38.W1 28 /r,VPMOVM2W,RM,zmm:mew; k1:mer,pref67:operand/1,AVX512BW,
EVEX.128.F3.0F38.W0 38 /r,VPMOVM2D,RM,xmm:mew; k1:mer,pref67:operand/1,AVX512VL; AVX512DQ,
EVEX.256.F3.0F38.W0 38 /r,VPMOVM2D,RM,ymm:mew; k1:mer,pref67:operand/1,AVX512VL; AVX512DQ,
EVEX.512.F3.0F38.W0 38 /r,VPMOVM2D,RM,zmm:mew; k1:mer,pref67:operand/1,AVX512DQ,
EVEX.128.F3.0F38.W1 38 /r,VPMOVM2Q,RM,xmm:mew; k1:mer,pref67:operand/1,AVX512VL; AVX512DQ,
EVEX.256.F3.0F38.W1 38 /r,VPMOVM2Q,RM,ymm:mew; k1:mer,pref67:operand/1,AVX512VL; AVX512DQ,
EVEX.512.F3.0F38.W1 38 /r,VPMOVM2Q,RM,zmm:mew; k1:mer,pref67:operand/1,AVX512DQ,
EVEX.128.F3.0F38.W0 29 /r,VPMOVB2M,RM,k1:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.256.F3.0F38.W0 29 /r,VPMOVB2M,RM,k1:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.512.F3.0F38.W0 29 /r,VPMOVB2M,RM,k1:mew; zmm:mer,pref67:operand/1,AVX512BW,
EVEX.128.F3.0F38.W1 29 /r,VPMOVW2M,RM,k1:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.256.F3.0F38.W1 29 /r,VPMOVW2M,RM,k1:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.512.F3.0F38.W1 29 /r,VPMOVW2M,RM,k1:mew; zmm:mer,pref67:operand/1,AVX512BW,
EVEX.128.F3.0F38.W0 39 /r,VPMOVD2M,RM,k1:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512DQ,
EVEX.256.F3.0F38.W0 39 /r,VPMOVD2M,RM,k1:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512DQ,
EVEX.512.F3.0F38.W0 39 /r,VPMOVD2M,RM,k1:mew; zmm:mer,pref67:operand/1,AVX512DQ,
EVEX.128.F3.0F38.W1 39 /r,VPMOVQ2M,RM,k1:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512DQ,
EVEX.256.F3.0F38.W1 39 /r,VPMOVQ2M,RM,k1:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512DQ,
EVEX.512.F3.0F38.W1 39 /r,VPMOVQ2M,RM,k1:mew; zmm:mer,pref67:operand/1,AVX512DQ,
EVEX.128.F3.0F38.W0 32 /r,VPMOVQB,OVM,xmm/m16 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.128.F3.0F38.W0 22 /r,VPMOVSQB,OVM,xmm/m16 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.128.F3.0F38.W0 12 /r,VPMOVUSQB,OVM,xmm/m16 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.256.F3.0F38.W0 32 /r,VPMOVQB,OVM,xmm/m32 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.256.F3.0F38.W0 22 /r,VPMOVSQB,OVM,xmm/m32 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.256.F3.0F38.W0 12 /r,VPMOVUSQB,OVM,xmm/m32 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.512.F3.0F38.W0 32 /r,VPMOVQB,OVM,xmm/m64 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512F,
EVEX.512.F3.0F38.W0 22 /r,VPMOVSQB,OVM,xmm/m64 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512F,
EVEX.512.F3.0F38.W0 12 /r,VPMOVUSQB,OVM,xmm/m64 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512F,
EVEX.128.F3.0F38.W0 34 /r,VPMOVQW,QVM,xmm/m32 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.128.F3.0F38.W0 24 /r,VPMOVSQW,QVM,xmm/m32 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.128.F3.0F38.W0 14 /r,VPMOVUSQW,QVM,xmm/m32 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.256.F3.0F38.W0 34 /r,VPMOVQW,QVM,xmm/m64 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.256.F3.0F38.W0 24 /r,VPMOVSQW,QVM,xmm/m64 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.256.F3.0F38.W0 14 /r,VPMOVUSQW,QVM,xmm/m64 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.512.F3.0F38.W0 34 /r,VPMOVQW,QVM,xmm/m128 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512F,
EVEX.512.F3.0F38.W0 24 /r,VPMOVSQW,QVM,xmm/m128 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512F,
EVEX.512.F3.0F38.W0 14 /r,VPMOVUSQW,QVM,xmm/m128 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512F,
EVEX.128.F3.0F38.W0 35 /r,VPMOVQD,HVM,xmm/m128 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.128.F3.0F38.W0 25 /r,VPMOVSQD,HVM,xmm/m64 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.128.F3.0F38.W0 15 /r,VPMOVUSQD,HVM,xmm/m64 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.256.F3.0F38.W0 35 /r,VPMOVQD,HVM,xmm/m128 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.256.F3.0F38.W0 25 /r,VPMOVSQD,HVM,xmm/m128 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.256.F3.0F38.W0 15 /r,VPMOVUSQD,HVM,xmm/m128 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.512.F3.0F38.W0 35 /r,VPMOVQD,HVM,ymm/m256 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512F,
EVEX.512.F3.0F38.W0 25 /r,VPMOVSQD,HVM,ymm/m256 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512F,
EVEX.512.F3.0F38.W0 15 /r,VPMOVUSQD,HVM,ymm/m256 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512F,
EVEX.128.F3.0F38.W0 31 /r,VPMOVDB,QVM,xmm/m32 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.128.F3.0F38.W0 21 /r,VPMOVSDB,QVM,xmm/m32 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.128.F3.0F38.W0 11 /r,VPMOVUSDB,QVM,xmm/m32 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.256.F3.0F38.W0 31 /r,VPMOVDB,QVM,xmm/m64 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.256.F3.0F38.W0 21 /r,VPMOVSDB,QVM,xmm/m64 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.256.F3.0F38.W0 11 /r,VPMOVUSDB,QVM,xmm/m64 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.512.F3.0F38.W0 31 /r,VPMOVDB,QVM,xmm/m128 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512F,
EVEX.512.F3.0F38.W0 21 /r,VPMOVSDB,QVM,xmm/m128 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512F,
EVEX.512.F3.0F38.W0 11 /r,VPMOVUSDB,QVM,xmm/m128 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512F,
EVEX.128.F3.0F38.W0 33 /r,VPMOVDW,HVM,xmm/m64 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.128.F3.0F38.W0 23 /r,VPMOVSDW,HVM,xmm/m64 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.128.F3.0F38.W0 13 /r,VPMOVUSDW,HVM,xmm/m64 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.256.F3.0F38.W0 33 /r,VPMOVDW,HVM,xmm/m128 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.256.F3.0F38.W0 23 /r,VPMOVSDW,HVM,xmm/m128 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.256.F3.0F38.W0 13 /r,VPMOVUSDW,HVM,xmm/m128 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.512.F3.0F38.W0 33 /r,VPMOVDW,HVM,ymm/m256 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512F,
EVEX.512.F3.0F38.W0 23 /r,VPMOVSDW,HVM,ymm/m256 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512F,
EVEX.512.F3.0F38.W0 13 /r,VPMOVUSDW,HVM,ymm/m256 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512F,
EVEX.128.F3.0F38.W0 30 /r,VPMOVWB,HVM,xmm/m64 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.128.F3.0F38.W0 20 /r,VPMOVSWB,HVM,xmm/m64 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.128.F3.0F38.W0 10 /r,VPMOVUSWB,HVM,xmm/m64 {k1}{z}:mew; xmm:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.256.F3.0F38.W0 30 /r,VPMOVWB,HVM,xmm/m128 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.256.F3.0F38.W0 20 /r,VPMOVSWB,HVM,xmm/m128 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.256.F3.0F38.W0 10 /r,VPMOVUSWB,HVM,xmm/m128 {k1}{z}:mew; ymm:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.512.F3.0F38.W0 30 /r,VPMOVWB,HVM,ymm/m256 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512BW,
EVEX.512.F3.0F38.W0 20 /r,VPMOVSWB,HVM,ymm/m256 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512BW,
EVEX.512.F3.0F38.W0 10 /r,VPMOVUSWB,HVM,ymm/m256 {k1}{z}:mew; zmm:mer,pref67:operand/1,AVX512BW,
EVEX.NDS.128.66.0F38.W0 15 /r,VPROLVD,FV-RVM,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m32bcst:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.NDD.128.66.0F.W0 72 /1 ib,VPROLD,FV-VMI,xmm {k1}{z}:mew; xmm/m128/m32bcst:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.NDS.128.66.0F38.W1 15 /r,VPROLVQ,FV-RVM,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m64bcst:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.NDD.128.66.0F.W1 72 /1 ib,VPROLQ,FV-VMI,xmm {k1}{z}:mew; xmm/m128/m64bcst:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.NDS.256.66.0F38.W0 15 /r,VPROLVD,FV-RVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.NDD.256.66.0F.W0 72 /1 ib,VPROLD,FV-VMI,ymm {k1}{z}:mew; ymm/m256/m32bcst:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.NDS.256.66.0F38.W1 15 /r,VPROLVQ,FV-RVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m64bcst:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.NDD.256.66.0F.W1 72 /1 ib,VPROLQ,FV-VMI,ymm {k1}{z}:mew; ymm/m256/m64bcst:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.NDS.512.66.0F38.W0 15 /r,VPROLVD,FV-RVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m32bcst:mer,pref67:operand/1,AVX512F,
EVEX.NDD.512.66.0F.W0 72 /1 ib,VPROLD,FV-VMI,zmm {k1}{z}:mew; zmm/m512/m32bcst:mer; imm8:mer,pref67:operand/1,AVX512F,
EVEX.NDS.512.66.0F38.W1 15 /r,VPROLVQ,FV-RVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m64bcst:mer,pref67:operand/1,AVX512F,
EVEX.NDD.512.66.0F.W1 72 /1 ib,VPROLQ,FV-VMI,zmm {k1}{z}:mew; zmm/m512/m64bcst:mer; imm8:mer,pref67:operand/1,AVX512F,
EVEX.NDS.128.66.0F38.W0 14 /r,VPRORVD,FV-RVM,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m32bcst:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.NDD.128.66.0F.W0 72 /0 ib,VPRORD,FV-VMI,xmm {k1}{z}:mew; xmm/m128/m32bcst:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.NDS.128.66.0F38.W1 14 /r,VPRORVQ,FV-RVM,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m64bcst:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.NDD.128.66.0F.W1 72 /0 ib,VPRORQ,FV-VMI,xmm {k1}{z}:mew; xmm/m128/m64bcst:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.NDS.256.66.0F38.W0 14 /r,VPRORVD,FV-RVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.NDD.256.66.0F.W0 72 /0 ib,VPRORD,FV-VMI,ymm {k1}{z}:mew; ymm/m256/m32bcst:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.NDS.256.66.0F38.W1 14 /r,VPRORVQ,FV-RVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m64bcst:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.NDD.256.66.0F.W1 72 /0 ib,VPRORQ,FV-VMI,ymm {k1}{z}:mew; ymm/m256/m64bcst:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512F,
EVEX.NDS.512.66.0F38.W0 14 /r,VPRORVD,FV-RVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m32bcst:mer,pref67:operand/1,AVX512F,
EVEX.NDD.512.66.0F.W0 72 /0 ib,VPRORD,FV-VMI,zmm {k1}{z}:mew; zmm/m512/m32bcst:mer; imm8:mer,pref67:operand/1,AVX512F,
EVEX.NDS.512.66.0F38.W1 14 /r,VPRORVQ,FV-RVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m64bcst:mer,pref67:operand/1,AVX512F,
EVEX.NDD.512.66.0F.W1 72 /0 ib,VPRORQ,FV-VMI,zmm {k1}{z}:mew; zmm/m512/m64bcst:mer; imm8:mer,pref67:operand/1,AVX512F,
EVEX.128.66.0F38.W0 A0 /vsib,VPSCATTERDD,T1S,vm32x {k1}:mer; xmm:mer,,AVX512VL; AVX512F,
EVEX.256.66.0F38.W0 A0 /vsib,VPSCATTERDD,T1S,vm32y {k1}:mer; ymm:mer,,AVX512VL; AVX512F,
EVEX.512.66.0F38.W0 A0 /vsib,VPSCATTERDD,T1S,vm32z {k1}:mer; zmm:mer,,AVX512F,
EVEX.128.66.0F38.W1 A0 /vsib,VPSCATTERDQ,T1S,vm32x {k1}:mer; xmm:mer,,AVX512VL; AVX512F,
EVEX.256.66.0F38.W1 A0 /vsib,VPSCATTERDQ,T1S,vm32x {k1}:mer; ymm:mer,,AVX512VL; AVX512F,
EVEX.512.66.0F38.W1 A0 /vsib,VPSCATTERDQ,T1S,vm32y {k1}:mer; zmm:mer,,AVX512F,
EVEX.128.66.0F38.W0 A1 /vsib,VPSCATTERQD,T1S,vm64x {k1}:mer; xmm:mer,,AVX512VL; AVX512F,
EVEX.256.66.0F38.W0 A1 /vsib,VPSCATTERQD,T1S,vm64y {k1}:mer; xmm:mer,,AVX512VL; AVX512F,
EVEX.512.66.0F38.W0 A1 /vsib,VPSCATTERQD,T1S,vm64z {k1}:mer; ymm:mer,,AVX512F,
EVEX.128.66.0F38.W1 A1 /vsib,VPSCATTERQQ,T1S,vm64x {k1}:mer; xmm:mer,,AVX512VL; AVX512F,
EVEX.256.66.0F38.W1 A1 /vsib,VPSCATTERQQ,T1S,vm64y {k1}:mer; ymm:mer,,AVX512VL; AVX512F,
EVEX.512.66.0F38.W1 A1 /vsib,VPSCATTERQQ,T1S,vm64z {k1}:mer; zmm:mer,,AVX512F,
VEX.NDS.128.66.0F38.W0 47 /r,VPSLLVD,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX2,UD; GP; AC
VEX.NDS.128.66.0F38.W1 47 /r,VPSLLVQ,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX2,UD; GP; AC
VEX.NDS.256.66.0F38.W0 47 /r,VPSLLVD,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP; AC
VEX.NDS.256.66.0F38.W1 47 /r,VPSLLVQ,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP; AC
EVEX.NDS.128.66.0F38.W1 12 /r,VPSLLVW,FVM,xmm {k1}{z}:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.256.66.0F38.W1 12 /r,VPSLLVW,FVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.512.66.0F38.W1 12 /r,VPSLLVW,FVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512:mer,pref67:operand/1,AVX512BW,
EVEX.NDS.128.66.0F38.W0 47 /r,VPSLLVD,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m32bcst:mer,,AVX512VL; AVX512F,UD; GP; AC
EVEX.NDS.256.66.0F38.W0 47 /r,VPSLLVD,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer,,AVX512VL; AVX512F,UD; GP; AC
EVEX.NDS.512.66.0F38.W0 47 /r,VPSLLVD,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m32bcst:mer,,AVX512F,UD; GP; AC
EVEX.NDS.128.66.0F38.W1 47 /r,VPSLLVQ,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m64bcst:mer,,AVX512VL; AVX512F,UD; GP; AC
EVEX.NDS.256.66.0F38.W1 47 /r,VPSLLVQ,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m64bcst:mer,,AVX512VL; AVX512F,UD; GP; AC
EVEX.NDS.512.66.0F38.W1 47 /r,VPSLLVQ,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m64bcst:mer,,AVX512F,UD; GP; AC
VEX.NDS.128.66.0F38.W0 46 /r,VPSRAVD,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX2,UD; GP; AC
VEX.NDS.256.66.0F38.W0 46 /r,VPSRAVD,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP; AC
EVEX.NDS.128.66.0F38.W1 11 /r,VPSRAVW,FVM,xmm {k1}{z}:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.256.66.0F38.W1 11 /r,VPSRAVW,FVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.512.66.0F38.W1 11 /r,VPSRAVW,FVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512:mer,pref67:operand/1,AVX512BW,
EVEX.NDS.128.66.0F38.W0 46 /r,VPSRAVD,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m32bcst:mer,,AVX512VL; AVX512F,UD; GP; AC
EVEX.NDS.256.66.0F38.W0 46 /r,VPSRAVD,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer,,AVX512VL; AVX512F,UD; GP; AC
EVEX.NDS.512.66.0F38.W0 46 /r,VPSRAVD,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m32bcst:mer,,AVX512F,UD; GP; AC
EVEX.NDS.128.66.0F38.W1 46 /r,VPSRAVQ,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m64bcst:mer,,AVX512VL; AVX512F,
EVEX.NDS.256.66.0F38.W1 46 /r,VPSRAVQ,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m64bcst:mer,,AVX512VL; AVX512F,
EVEX.NDS.512.66.0F38.W1 46 /r,VPSRAVQ,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m64bcst:mer,,AVX512F,
VEX.NDS.128.66.0F38.W0 45 /r,VPSRLVD,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX2,UD; GP; AC
VEX.NDS.128.66.0F38.W1 45 /r,VPSRLVQ,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX2,UD; GP; AC
VEX.NDS.256.66.0F38.W0 45 /r,VPSRLVD,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP; AC
VEX.NDS.256.66.0F38.W1 45 /r,VPSRLVQ,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP; AC
EVEX.NDS.128.66.0F38.W1 10 /r,VPSRLVW,FVM,xmm {k1}{z}:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.256.66.0F38.W1 10 /r,VPSRLVW,FVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.512.66.0F38.W1 10 /r,VPSRLVW,FVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512:mer,pref67:operand/1,AVX512BW,
EVEX.NDS.128.66.0F38.W0 45 /r,VPSRLVD,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m32bcst:mer,,AVX512VL; AVX512F,UD; GP; AC
EVEX.NDS.256.66.0F38.W0 45 /r,VPSRLVD,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer,,AVX512VL; AVX512F,UD; GP; AC
EVEX.NDS.512.66.0F38.W0 45 /r,VPSRLVD,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m32bcst:mer,,AVX512F,UD; GP; AC
EVEX.NDS.128.66.0F38.W1 45 /r,VPSRLVQ,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m64bcst:mer,,AVX512VL; AVX512F,UD; GP; AC
EVEX.NDS.256.66.0F38.W1 45 /r,VPSRLVQ,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m64bcst:mer,,AVX512VL; AVX512F,UD; GP; AC
EVEX.NDS.512.66.0F38.W1 45 /r,VPSRLVQ,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m64bcst:mer,,AVX512F,UD; GP; AC
EVEX.DDS.128.66.0F3A.W0 25 /r ib,VPTERNLOGD,FV,xmm {k1}{z}:merw; xmm:mer; xmm/m128/m32bcst:mer; imm8:mer,,AVX512VL; AVX512F,
EVEX.DDS.256.66.0F3A.W0 25 /r ib,VPTERNLOGD,FV,ymm {k1}{z}:merw; ymm:mer; ymm/m256/m32bcst:mer; imm8:mer,,AVX512VL; AVX512F,
EVEX.DDS.512.66.0F3A.W0 25 /r ib,VPTERNLOGD,FV,zmm {k1}{z}:merw; zmm:mer; zmm/m512/m32bcst:mer; imm8:mer,,AVX512F,
EVEX.DDS.128.66.0F3A.W1 25 /r ib,VPTERNLOGQ,FV,xmm {k1}{z}:merw; xmm:mer; xmm/m128/m64bcst:mer; imm8:mer,,AVX512VL; AVX512F,
EVEX.DDS.256.66.0F3A.W1 25 /r ib,VPTERNLOGQ,FV,ymm {k1}{z}:merw; ymm:mer; ymm/m256/m64bcst:mer; imm8:mer,,AVX512VL; AVX512F,
